mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0.5	0	0	12/16	1	1	1/8		1/8	1	1	5	59	B3	3	0
1	1	1/2	0.5	1/8	1/8	12/16	1	1	1/8		1/8	1	1	6	66	F#4	4	1
1	1	1	0.5	1/4	1/4	12/16	1	1	1/8		1/8	1	1	7	61	C#4	4	2
1	1	3/2	0.5	3/8	3/8	12/16	1	1	1/8		1/8	1	1	4	64	E4	4	3
1	1	2	0.5	1/2	1/2	12/16	1	1	1/8		1/8	1	1	8	68	G#4	4	4
1	1	5/2	0.5	5/8	5/8	12/16	1	1	1/8		1/8	1	1	5	71	B4	4	5
2	2	3	2.0	0	0	2/4	2	1	1/2		1/2	1	-1	5	59	B3	3	7
2	2	3	2.0	0	0	2/4	2	1	1/2		1/2	1	-1	7	61	C#4	4	7
2	2	3	2.0	0	0	2/4	1	1	1/2		1/2	1	-1	4	64	E4	4	6
2	2	3	2.0	0	0	2/4	1	1	1/2		1/2	1	-1	6	66	F#4	4	6
2	2	3	2.0	0	0	2/4	2	1	1/2		1/2	1	-1	8	68	G#4	4	7
2	2	3	2.0	0	0	2/4	1	1	1/2		1/2	1	-1	5	71	B4	4	6
3	3	11/2	0.25	1/8	1/8	12/16	2	1	1/16		1/16	1		6	78	F#5	5	17
3	3	11/2	0.25	1/8	1/8	12/16	1	1	1/16		1/16	1		6	90	F#6	6	8
3	3	23/4	0.25	3/16	3/16	12/16	2	1	1/16		1/16	1		6	78	F#5	5	18
3	3	23/4	0.5	3/16	3/16	12/16	1	2	1/8		1/8	1		8	80	G#5	5	15
3	3	23/4	0.5	3/16	3/16	12/16	1	2	1/8		1/8	1		5	83	B5	5	15
3	3	23/4	0.25	3/16	3/16	12/16	1	1	1/16		1/16	1		6	90	F#6	6	9
3	3	6	0.25	1/4	1/4	12/16	2	1	1/16		1/16	1		4	76	E5	5	19
3	3	6	0.25	1/4	1/4	12/16	1	1	1/16		1/16	1		4	88	E6	6	10
3	3	25/4	0.25	5/16	5/16	12/16	2	1	1/16		1/16	1		9	75	D#5	5	20
3	3	25/4	0.25	5/16	5/16	12/16	1	1	1/16		1/16	1		9	87	D#6	6	11
3	3	13/2	0.5	3/8	3/8	12/16	2	1	1/8		1/8	1		7	73	C#5	5	21
3	3	13/2	1.0	3/8	3/8	12/16	1	2	1/4		1/4	1		4	76	E5	5	16
3	3	13/2	1.0	3/8	3/8	12/16	1	2	1/4		1/4	1		8	80	G#5	5	16
3	3	13/2	0.5	3/8	3/8	12/16	1	1	1/8		1/8	1		7	85	C#6	6	12
3	3	7	0.25	1/2	1/2	12/16	2	1	1/16		1/16	1		5	71	B4	4	22
3	3	7	0.25	1/2	1/2	12/16	1	1	1/16		1/16	1		5	83	B5	5	13
3	3	29/4	0.75	9/16	9/16	12/16	2	1	3/16		1/8	3/2	1	8	68	G#4	4	23
3	3	29/4	0.75	9/16	9/16	12/16	1	1	3/16		1/8	3/2	1	8	80	G#5	5	14
4	4	8	0.5	0	0	2/4	2	1	1/8		1/8	1	-1	8	68	G#4	4	26
4	4	8	0.5	0	0	2/4	1	1	1/8		1/8	1	-1	8	80	G#5	5	24
4	4	17/2	0.5	1/8	1/8	2/4	2	1	1/8		1/8	1		8	68	G#4	4	27
4	4	17/2	0.5	1/8	1/8	2/4	2	1	1/8		1/8	1		7	73	C#5	5	27
4	4	17/2	0.5	1/8	1/8	2/4	2	1	1/8		1/8	1		4	76	E5	5	27
4	4	17/2	0.5	1/8	1/8	2/4	2	1	1/8		1/8	1		8	80	G#5	5	27
4	4	17/2	0.5	1/8	1/8	2/4	1	1	1/8		1/8	1		5	83	B5	5	25
4	4	17/2	0.5	1/8	1/8	2/4	1	1	1/8		1/8	1		7	85	C#6	6	25
4	4	17/2	0.5	1/8	1/8	2/4	1	1	1/8		1/8	1		4	88	E6	6	25
4	4	17/2	0.5	1/8	1/8	2/4	1	1	1/8		1/8	1		10	94	A#6	6	25
5	5	10	0.5	0	0	12/16	1	1	1/8		1/8	1		5	59	B3	3	28
5	5	21/2	0.5	1/8	1/8	12/16	1	1	1/8		1/8	1		6	66	F#4	4	29
5	5	11	0.5	1/4	1/4	12/16	1	1	1/8		1/8	1		7	61	C#4	4	30
5	5	23/2	0.5	3/8	3/8	12/16	1	1	1/8		1/8	1		4	64	E4	4	31
5	5	12	0.5	1/2	1/2	12/16	1	1	1/8		1/8	1		8	68	G#4	4	32
5	5	25/2	0.5	5/8	5/8	12/16	1	1	1/8		1/8	1		5	71	B4	4	33
6	6	13	0.5	0	0	12/16	1	1	1/8		1/8	1		5	59	B3	3	34
6	6	13	0.5	0	0	12/16	2	1	1/8		1/8	1		5	59	B3	3	41
6	6	27/2	0.5	1/8	1/8	12/16	2	1	1/8		1/8	1	1	6	54	F#3	3	42
6	6	27/2	0.5	1/8	1/8	12/16	1	1	1/8		1/8	1	1	6	66	F#4	4	35
6	6	14	0.5	1/4	1/4	12/16	2	1	1/8		1/8	1	1	8	56	G#3	3	43
6	6	14	0.5	1/4	1/4	12/16	1	1	1/8		1/8	1	1	7	61	C#4	4	36
6	6	29/2	0.5	3/8	3/8	12/16	2	1	1/8		1/8	1	1	5	59	B3	3	44
6	6	29/2	0.5	3/8	3/8	12/16	1	1	1/8		1/8	1	1	4	64	E4	4	37
6	6	15	0.5	1/2	1/2	12/16	2	1	1/8		1/8	1	1	7	61	C#4	4	45
6	6	15	0.5	1/2	1/2	12/16	1	1	1/8		1/8	1	1	8	68	G#4	4	38
6	6	31/2	0.5	5/8	5/8	12/16	2	1	1/8		1/8	1	1	4	64	E4	4	46
6	6	31/2	0.5	5/8	5/8	12/16	1	1	1/8		1/8	1	1	5	71	B4	4	39
6	6	16	2.0	3/4	3/4	12/16	2	1	1/2		1/2	1	-1	6	54	F#3	3	47
6	6	16	2.0	3/4	3/4	12/16	2	1	1/2		1/2	1	-1	8	56	G#3	3	47
6	6	16	2.0	3/4	3/4	12/16	2	1	1/2		1/2	1	-1	5	59	B3	3	47
6	6	16	2.0	3/4	3/4	12/16	1	1	1/2		1/2	1	-1	7	61	C#4	4	40
6	6	16	2.0	3/4	3/4	12/16	2	1	1/2		1/2	1	-1	7	61	C#4	4	47
6	6	16	2.0	3/4	3/4	12/16	1	1	1/2		1/2	1	-1	4	64	E4	4	40
6	6	16	2.0	3/4	3/4	12/16	2	1	1/2		1/2	1	-1	4	64	E4	4	47
6	6	16	2.0	3/4	3/4	12/16	1	1	1/2		1/2	1	-1	6	66	F#4	4	40
6	6	16	2.0	3/4	3/4	12/16	1	1	1/2		1/2	1	-1	8	68	G#4	4	40
6	6	16	2.0	3/4	3/4	12/16	1	1	1/2		1/2	1	-1	5	71	B4	4	40
7	7	39/2	0.5	3/8	3/8	2/4	2	1	1/8		1/8	1		8	68	G#4	4	49
7	7	39/2	0.5	3/8	3/8	2/4	2	1	1/8		1/8	1		7	73	C#5	5	49
