mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
3	3	6	1.0	0	0	3/4	1	1	1/4		1/4	1		3	69	A4	4	8
3	3	6	1.0	0	0	3/4	1	1	1/4		1/4	1		0	72	C5	5	8
3	3	7	1.0	1/4	1/4	3/4	3	1	1/4		1/4	1		3	33	A1	1	12
3	3	7	1.0	1/4	1/4	3/4	3	1	1/4		1/4	1		3	45	A2	2	12
3	3	7	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		3	57	A3	3	9
3	3	7	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		7	61	C#4	4	9
3	3	7	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		-1	65	F4	4	9
3	3	7	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		3	69	A4	4	9
3	3	8	1.0	1/2	1/2	3/4	3	1	1/4		1/4	1		-2	34	Bb1	1	13
3	3	8	1.0	1/2	1/2	3/4	3	1	1/4		1/4	1		-2	46	Bb2	2	13
3	3	8	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		1	55	G3	3	10
3	3	8	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		2	62	D4	4	10
3	3	8	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		-1	65	F4	4	10
3	3	8	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		1	67	G4	4	10
4	4	9	1.5	0	0	3/4	3	1	3/8		1/4	3/2		3	33	A1	1	18
4	4	9	1.5	0	0	3/4	3	1	3/8		1/4	3/2		3	45	A2	2	18
4	4	9	1.0	0	0	3/4	1	1	1/4		1/4	1		4	52	E3	3	14
4	4	9	1.0	0	0	3/4	1	1	1/4		1/4	1		-2	58	Bb3	3	14
4	4	9	1.0	0	0	3/4	1	1	1/4		1/4	1		0	60	C4	4	14
4	4	10	0.75	1/4	1/4	3/4	1	1	3/16		1/8	3/2		-2	58	Bb3	3	15
4	4	10	0.75	1/4	1/4	3/4	1	1	3/16		1/8	3/2		0	60	C4	4	15
4	4	10	0.75	1/4	1/4	3/4	1	1	3/16		1/8	3/2		2	62	D4	4	15
4	4	21/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		1	31	G1	1	19
4	4	21/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		1	43	G2	2	19
4	4	43/4	0.25	7/16	7/16	3/4	1	1	1/16		1/16	1		4	64	E4	4	16
4	4	11	1.0	1/2	1/2	3/4	3	1	1/4		1/4	1		-1	29	F1	1	20
4	4	11	1.0	1/2	1/2	3/4	3	1	1/4		1/4	1		-1	41	F2	2	20
4	4	11	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		3	57	A3	3	17
4	4	11	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		0	60	C4	4	17
4	4	11	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		-1	65	F4	4	17
5	5	12	0.5	0	0	3/4	3	1	1/8		1/8	1		3	33	A1	1	29
5	5	12	0.5	0	0	3/4	3	1	1/8		1/8	1		3	45	A2	2	29
5	5	25/2	0.5	1/8	1/8	3/4	3	1	1/8		1/8	1		1	31	G1	1	30
5	5	25/2	0.5	1/8	1/8	3/4	3	1	1/8		1/8	1		1	43	G2	2	30
5	5	25/2	0.25	1/8	1/8	3/4	2	1	1/16		1/16	1		4	52	E3	3	24
5	5	25/2	0.5	1/8	1/8	3/4	1	1	1/8		1/8	1	1	-2	58	Bb3	3	21
5	5	25/2	0.5	1/8	1/8	3/4	1	1	1/8		1/8	1	1	2	62	D4	4	21
5	5	51/4	0.25	3/16	3/16	3/4	2	1	1/16		1/16	1		-1	53	F3	3	25
5	5	13	1.0	1/4	1/4	3/4	3	1	1/4		1/4	1		-1	29	F1	1	31
5	5	13	1.0	1/4	1/4	3/4	3	1	1/4		1/4	1		-1	41	F2	2	31
5	5	13	1.5	1/4	1/4	3/4	2	1	3/8		1/4	3/2		1	55	G3	3	26
5	5	13	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1	-1	-2	58	Bb3	3	22
5	5	13	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1	-1	2	62	D4	4	22
5	5	14	1.0	1/2	1/2	3/4	3	1	1/4		1/4	1		4	28	E1	1	32
5	5	14	1.0	1/2	1/2	3/4	3	1	1/4		1/4	1		4	40	E2	2	32
5	5	14	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		3	57	A3	3	23
5	5	14	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		7	61	C#4	4	23
5	5	29/2	0.25	5/8	5/8	3/4	2	1	1/16		1/16	1		-1	53	F3	3	27
5	5	59/4	0.25	11/16	11/16	3/4	2	1	1/16		1/16	1		4	52	E3	3	28
6	6	15	2.0	0	0	3/4	3	1	1/2		1/2	1		-1	29	F1	1	38
6	6	15	2.0	0	0	3/4	3	1	1/2		1/2	1		-1	41	F2	2	38
6	6	15	1.0	0	0	3/4	1	1	1/4		1/4	1		2	50	D3	3	33
6	6	15	2.0	0	0	3/4	2	1	1/2		1/2	1		3	57	A3	3	36
6	6	15	1.0	0	0	3/4	1	1	1/4		1/4	1		2	62	D4	4	33
6	6	16	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		3	57	A3	3	34
6	6	16	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		3	69	A4	4	34
6	6	17	1.0	1/2	1/2	3/4	3	2	1/4		1/4	1	1	1	31	G1	1	40
6	6	17	1.0	1/2	1/2	3/4	3	2	1/4		1/4	1	1	1	43	G2	2	40
6	6	17	1.0	1/2	1/2	3/4	3	1	1/4		1/4	1	1	2	50	D3	3	39
6	6	17	1.0	1/2	1/2	3/4	3	1	1/4		1/4	1	1	-1	53	F3	3	39
6	6	17	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		3	57	A3	3	35
6	6	17	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1	1	-2	58	Bb3	3	37
6	6	17	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1	1	2	62	D4	4	37
6	6	17	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		3	69	A4	4	35
7	7	18	1.0	0	0	3/4	3	2	1/4		1/4	1	-1	1	31	G1	1	48
7	7	18	1.0	0	0	3/4	3	2	1/4		1/4	1	-1	1	43	G2	2	48
7	7	18	1.0	0	0	3/4	3	1	1/4		1/4	1	-1	2	50	D3	3	46
7	7	18	1.0	0	0	3/4	3	1	1/4		1/4	1	-1	-1	53	F3	3	46
7	7	18	1.0	0	0	3/4	2	1	1/4		1/4	1	-1	-2	58	Bb3	3	44
7	7	18	1.0	0	0	3/4	1	1	1/4		1/4	1		2	62	D4	4	41
7	7	18	1.0	0	0	3/4	2	1	1/4		1/4	1	-1	2	62	D4	4	44
7	7	18	1.0	0	0	3/4	1	1	1/4		1/4	1		2	74	D5	5	41
7	7	19	2.0	1/4	1/4	3/4	3	2	1/2		1/2	1		3	33	A1	1	49
7	7	19	2.0	1/4	1/4	3/4	3	2	1/2		1/2	1		3	45	A2	2	49
7	7	19	2.0	1/4	1/4	3/4	3	1	1/2		1/2	1		-1	53	F3	3	47
7	7	19	2.0	1/4	1/4	3/4	3	1	1/2		1/2	1		3	57	A3	3	47
7	7	19	2.0	1/4	1/4	3/4	3	1	1/2		1/2	1		0	60	C4	4	47
7	7	19	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		2	62	D4	4	42
7	7	19	2.0	1/4	1/4	3/4	2	1	1/2		1/2	1		3	69	A4	4	45
7	7	19	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		2	74	D5	5	42
7	7	20	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1	1	3	69	A4	4	43
7	7	20	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1	1	3	81	A5	5	43
8	8	21	1.0	0	0	3/4	3	2	1/4		1/4	1	1	5	35	B1	1	56
8	8	21	1.0	0	0	3/4	3	2	1/4		1/4	1	1	5	47	B2	2	56
8	8	21	1.0	0	0	3/4	3	1	1/4		1/4	1	1	3	57	A3	3	54
8	8	21	1.0	0	0	3/4	3	1	1/4		1/4	1	1	2	62	D4	4	54
8	8	21	1.0	0	0	3/4	3	1	1/4		1/4	1	1	-1	65	F4	4	54
8	8	21	1.0	0	0	3/4	1	1	1/4		1/4	1	-1	3	69	A4	4	50
8	8	21	2.0	0	0	3/4	2	1	1/2		1/2	1		2	74	D5	5	53
8	8	21	1.0	0	0	3/4	1	1	1/4		1/4	1	-1	3	81	A5	5	50
8	8	22	0.5	1/4	1/4	3/4	3	2	1/8		1/8	1	-1	5	35	B1	1	57
8	8	22	0.5	1/4	1/4	3/4	3	2	1/8		1/8	1	-1	5	47	B2	2	57
8	8	22	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1	-1	3	57	A3	3	55
8	8	22	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1	-1	2	62	D4	4	55
8	8	22	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1	-1	-1	65	F4	4	55
8	8	22	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		2	74	D5	5	51
8	8	22	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		2	86	D6	6	51
8	8	23	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1	1	4	76	E5	5	52
8	8	23	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1	1	4	88	E6	6	52
9	9	24	0.5	0	0	3/4	1	1	1/8		1/8	1	-1	4	76	E5	5	58
9	9	24	0.5	0	0	3/4	1	1	1/8		1/8	1	-1	4	88	E6	6	58
9	9	51/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		0	60	C4	4	62
9	9	51/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		4	64	E4	4	59
9	9	51/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		8	68	G#4	4	59
9	9	51/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		0	72	C5	5	59
9	9	26	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		3	57	A3	3	63
9	9	26	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		7	61	C#4	4	60
9	9	26	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		-1	65	F4	4	60
9	9	26	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		3	69	A4	4	60
9	9	53/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		-1	53	F3	3	64
9	9	53/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-2	58	Bb3	3	61
9	9	53/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		2	62	D4	4	61
9	9	53/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-1	65	F4	4	61
10	10	27	0.5	0	0	3/4	3	2	1/8		1/8	1		3	45	A2	2	75
10	10	27	3.0	0	0	3/4	3	1	3/4		1/2	3/2		0	48	C3	3	74
10	10	27	1.0	0	0	3/4	2	1	1/4		1/4	1		4	52	E3	3	71
10	10	27	2.0	0	0	3/4	1	2	1/2		1/2	1		-2	58	Bb3	3	70
10	10	27	1.0	0	0	3/4	1	1	1/4		1/4	1	1	0	60	C4	4	65
10	10	55/2	0.5	1/8	1/8	3/4	3	2	1/8		1/8	1		1	43	G2	2	76
10	10	28	1.0	1/4	1/4	3/4	3	2	1/4		1/4	1		-1	41	F2	2	77
10	10	28	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		-1	53	F3	3	72
10	10	28	0.75	1/4	1/4	3/4	1	1	3/16		1/8	3/2	-1	0	60	C4	4	66
10	10	115/4	0.25	7/16	7/16	3/4	1	1	1/16		1/16	1		2	62	D4	4	67
10	10	29	1.0	1/2	1/2	3/4	3	2	1/4		1/4	1		4	40	E2	2	78
10	10	29	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		1	55	G3	3	73
10	10	29	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	73
10	10	29	0.75	1/2	1/2	3/4	1	1	3/16		1/8	3/2		2	62	D4	4	68
10	10	119/4	0.25	11/16	11/16	3/4	1	1	1/16		1/16	1		1	67	G4	4	69
11	11	30	0.5	0	0	3/4	3	2	1/8		1/8	1		3	45	A2	2	89
11	11	30	3.0	0	0	3/4	3	1	3/4		1/2	3/2	1	0	48	C3	3	88
11	11	30	1.0	0	0	3/4	2	1	1/4		1/4	1		4	52	E3	3	85
11	11	30	2.0	0	0	3/4	1	2	1/2		1/2	1		-2	58	Bb3	3	84
11	11	30	1.0	0	0	3/4	1	1	1/4		1/4	1	1	0	60	C4	4	79
11	11	61/2	0.5	1/8	1/8	3/4	3	2	1/8		1/8	1		1	43	G2	2	90
11	11	31	1.0	1/4	1/4	3/4	3	2	1/4		1/4	1		-1	41	F2	2	91
11	11	31	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		-1	53	F3	3	86
11	11	31	0.75	1/4	1/4	3/4	1	1	3/16		1/8	3/2	-1	0	60	C4	4	80
11	11	127/4	0.25	7/16	7/16	3/4	1	1	1/16		1/16	1		2	62	D4	4	81
11	11	32	1.0	1/2	1/2	3/4	3	2	1/4		1/4	1	1	4	40	E2	2	92
11	11	32	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		1	55	G3	3	87
11	11	32	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	87
11	11	32	0.75	1/2	1/2	3/4	1	1	3/16		1/8	3/2		2	62	D4	4	82
11	11	131/4	0.25	11/16	11/16	3/4	1	1	1/16		1/16	1		1	67	G4	4	83
12	12	33	1.0	0	0	3/4	3	2	1/4		1/4	1	0	4	40	E2	2	111
12	12	33	1.0	0	0	3/4	3	1	1/4		1/4	1	0	0	48	C3	3	109
12	12	33	1.0	0	0	3/4	2	1	1/4		1/4	1	1	-2	58	Bb3	3	107
12	12	33	0.375	0	0	3/4	1	2	3/32		1/16	3/2		2	62	D4	4	95
12	12	33	1.0	0	0	3/4	1	1	1/4		1/4	1	1	1	67	G4	4	93
12	12	267/8	0.125	3/32	3/32	3/4	1	2	1/32		1/32	1		0	60	C4	4	96
12	12	67/2	0.375	1/8	1/8	3/4	1	2	3/32		1/16	3/2		2	62	D4	4	97
12	12	271/8	0.125	7/32	7/32	3/4	1	2	1/32		1/32	1		0	60	C4	4	98
12	12	34	0.5	1/4	1/4	3/4	3	2	1/8		1/8	1	-1	4	40	E2	2	112
12	12	34	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1	-1	0	48	C3	3	110
12	12	34	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1	-1	-2	58	Bb3	3	108
12	12	34	0.375	1/4	1/4	3/4	1	2	3/32		1/16	3/2		2	62	D4	4	99
12	12	34	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1	-1	1	67	G4	4	94
12	12	275/8	0.125	11/32	11/32	3/4	1	2	1/32		1/32	1		0	60	C4	4	100
12	12	69/2	0.375	3/8	3/8	3/4	1	2	3/32		1/16	3/2		2	62	D4	4	101
12	12	279/8	0.125	15/32	15/32	3/4	1	2	1/32		1/32	1		0	60	C4	4	102
12	12	35	0.375	1/2	1/2	3/4	1	2	3/32		1/16	3/2		2	62	D4	4	103
12	12	283/8	0.125	19/32	19/32	3/4	1	2	1/32		1/32	1		0	60	C4	4	104
12	12	71/2	0.375	5/8	5/8	3/4	1	2	3/32		1/16	3/2		2	62	D4	4	105
12	12	287/8	0.125	23/32	23/32	3/4	1	2	1/32		1/32	1		0	60	C4	4	106
13	13	36	0.375	0	0	3/4	2	1	3/32		1/16	3/2		2	62	D4	4	113
13	13	36	0.5	0	0	3/4	3	1	1/8		1/8	1		2	62	D4	4	125
13	13	291/8	0.125	3/32	3/32	3/4	2	1	1/32		1/32	1		0	60	C4	4	114
13	13	73/2	0.5	1/8	1/8	3/4	3	1	1/8		1/8	1		0	60	C4	4	126
13	13	73/2	0.375	1/8	1/8	3/4	2	1	3/32		1/16	3/2		2	62	D4	4	115
13	13	295/8	0.125	7/32	7/32	3/4	2	1	1/32		1/32	1		0	60	C4	4	116
13	13	37	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1		-2	58	Bb3	3	127
13	13	37	0.375	1/4	1/4	3/4	2	1	3/32		1/16	3/2		2	62	D4	4	117
13	13	299/8	0.125	11/32	11/32	3/4	2	1	1/32		1/32	1		0	60	C4	4	118
13	13	75/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		3	57	A3	3	128
13	13	75/2	0.375	3/8	3/8	3/4	2	1	3/32		1/16	3/2		2	62	D4	4	119
13	13	303/8	0.125	15/32	15/32	3/4	2	1	1/32		1/32	1		0	60	C4	4	120
13	13	38	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		1	55	G3	3	129
13	13	38	0.375	1/2	1/2	3/4	2	1	3/32		1/16	3/2		-2	58	Bb3	3	121
13	13	307/8	0.125	19/32	19/32	3/4	2	1	1/32		1/32	1		3	57	A3	3	122
13	13	77/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		-1	53	F3	3	130
13	13	77/2	0.375	5/8	5/8	3/4	2	1	3/32		1/16	3/2		1	55	G3	3	123
13	13	311/8	0.125	23/32	23/32	3/4	2	1	1/32		1/32	1		-1	53	F3	3	124
14	14	39	0.5	0	0	3/4	3	1	1/8		1/8	1		4	52	E3	3	143
14	14	39	0.375	0	0	3/4	2	1	3/32		1/16	3/2		1	55	G3	3	131
14	14	315/8	0.125	3/32	3/32	3/4	2	1	1/32		1/32	1		-1	53	F3	3	132
14	14	79/2	0.5	1/8	1/8	3/4	3	1	1/8		1/8	1		2	50	D3	3	144
14	14	79/2	0.375	1/8	1/8	3/4	2	1	3/32		1/16	3/2		1	55	G3	3	133
14	14	319/8	0.125	7/32	7/32	3/4	2	1	1/32		1/32	1		-1	53	F3	3	134
14	14	40	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1		0	48	C3	3	145
14	14	40	0.375	1/4	1/4	3/4	2	1	3/32		1/16	3/2		1	55	G3	3	135
14	14	323/8	0.125	11/32	11/32	3/4	2	1	1/32		1/32	1		-1	53	F3	3	136
14	14	81/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		-2	46	Bb2	2	146
14	14	81/2	0.375	3/8	3/8	3/4	2	1	3/32		1/16	3/2		1	55	G3	3	137
14	14	327/8	0.125	15/32	15/32	3/4	2	1	1/32		1/32	1		-1	53	F3	3	138
14	14	41	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		3	45	A2	2	147
14	14	41	0.375	1/2	1/2	3/4	2	1	3/32		1/16	3/2		1	55	G3	3	139
14	14	331/8	0.125	19/32	19/32	3/4	2	1	1/32		1/32	1		3	57	A3	3	140
14	14	83/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		1	43	G2	2	148
14	14	83/2	0.375	5/8	5/8	3/4	2	1	3/32		1/16	3/2		-2	58	Bb3	3	141
14	14	335/8	0.125	23/32	23/32	3/4	2	1	1/32		1/32	1		0	60	C4	4	142
15	15	42	3.0	0	0	3/4	3	2	3/4		1/2	3/2	1	-1	41	F2	2	166
15	15	42	2.0	0	0	3/4	3	1	1/2		1/2	1		0	48	C3	3	164
15	15	42	2.0	0	0	3/4	2	2	1/2		1/2	1		3	57	A3	3	163
15	15	42	0.375	0	0	3/4	2	1	3/32		1/16	3/2		2	62	D4	4	151
15	15	42	2.0	0	0	3/4	1	1	1/2		1/2	1		1	67	G4	4	149
15	15	339/8	0.125	3/32	3/32	3/4	2	1	1/32		1/32	1		0	60	C4	4	152
15	15	85/2	0.375	1/8	1/8	3/4	2	1	3/32		1/16	3/2		2	62	D4	4	153
15	15	343/8	0.125	7/32	7/32	3/4	2	1	1/32		1/32	1		0	60	C4	4	154
15	15	43	0.375	1/4	1/4	3/4	2	1	3/32		1/16	3/2		2	62	D4	4	155
15	15	347/8	0.125	11/32	11/32	3/4	2	1	1/32		1/32	1		0	60	C4	4	156
15	15	87/2	0.375	3/8	3/8	3/4	2	1	3/32		1/16	3/2		2	62	D4	4	157
15	15	351/8	0.125	15/32	15/32	3/4	2	1	1/32		1/32	1		0	60	C4	4	158
15	15	44	1.0	1/2	1/2	3/4	3	1	1/4		1/4	1		7	49	C#3	3	165
15	15	44	0.375	1/2	1/2	3/4	2	1	3/32		1/16	3/2		-2	58	Bb3	3	159
15	15	44	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		-1	65	F4	4	150
15	15	355/8	0.125	19/32	19/32	3/4	2	1	1/32		1/32	1		3	57	A3	3	160
15	15	89/2	0.375	5/8	5/8	3/4	2	1	3/32		1/16	3/2		1	55	G3	3	161
15	15	359/8	0.125	23/32	23/32	3/4	2	1	1/32		1/32	1		-1	53	F3	3	162
16	16	45	3.0	0	0	3/4	3	2	3/4		1/2	3/2	-1	-1	41	F2	2	183
16	16	45	1.0	0	0	3/4	3	1	1/4		1/4	1		2	50	D3	3	180
16	16	45	0.375	0	0	3/4	2	1	3/32		1/16	3/2		1	55	G3	3	168
16	16	45	3.0	0	0	3/4	1	1	3/4		1/2	3/2		-2	58	Bb3	3	167
16	16	45	3.0	0	0	3/4	1	1	3/4		1/2	3/2		0	60	C4	4	167
16	16	363/8	0.125	3/32	3/32	3/4	2	1	1/32		1/32	1		-1	53	F3	3	169
16	16	91/2	0.375	1/8	1/8	3/4	2	1	3/32		1/16	3/2		1	55	G3	3	170
16	16	367/8	0.125	7/32	7/32	3/4	2	1	1/32		1/32	1		-1	53	F3	3	171
16	16	46	1.0	1/4	1/4	3/4	3	1	1/4		1/4	1		4	52	E3	3	181
16	16	46	0.375	1/4	1/4	3/4	2	1	3/32		1/16	3/2		1	55	G3	3	172
16	16	371/8	0.125	11/32	11/32	3/4	2	1	1/32		1/32	1		-1	53	F3	3	173
16	16	93/2	0.375	3/8	3/8	3/4	2	1	3/32		1/16	3/2		1	55	G3	3	174
16	16	375/8	0.125	15/32	15/32	3/4	2	1	1/32		1/32	1		-1	53	F3	3	175
16	16	47	1.0	1/2	1/2	3/4	3	1	1/4		1/4	1		2	50	D3	3	182
16	16	47	0.375	1/2	1/2	3/4	2	1	3/32		1/16	3/2		1	55	G3	3	176
16	16	379/8	0.125	19/32	19/32	3/4	2	1	1/32		1/32	1		3	57	A3	3	177
16	16	95/2	0.375	5/8	5/8	3/4	2	1	3/32		1/16	3/2		-2	58	Bb3	3	178
16	16	383/8	0.125	23/32	23/32	3/4	2	1	1/32		1/32	1		0	60	C4	4	179
17	17	48	3.0	0	0	3/4	3	2	3/4		1/2	3/2	1	-1	41	F2	2	201
17	17	48	2.0	0	0	3/4	3	1	1/2		1/2	1		0	48	C3	3	199
17	17	48	2.0	0	0	3/4	2	2	1/2		1/2	1		3	57	A3	3	198
17	17	48	0.375	0	0	3/4	2	1	3/32		1/16	3/2		2	62	D4	4	186
17	17	48	2.0	0	0	3/4	1	1	1/2		1/2	1		1	67	G4	4	184
17	17	387/8	0.125	3/32	3/32	3/4	2	1	1/32		1/32	1		0	60	C4	4	187
17	17	97/2	0.375	1/8	1/8	3/4	2	1	3/32		1/16	3/2		2	62	D4	4	188
17	17	391/8	0.125	7/32	7/32	3/4	2	1	1/32		1/32	1		0	60	C4	4	189
17	17	49	0.375	1/4	1/4	3/4	2	1	3/32		1/16	3/2		2	62	D4	4	190
17	17	395/8	0.125	11/32	11/32	3/4	2	1	1/32		1/32	1		0	60	C4	4	191
17	17	99/2	0.375	3/8	3/8	3/4	2	1	3/32		1/16	3/2		2	62	D4	4	192
17	17	399/8	0.125	15/32	15/32	3/4	2	1	1/32		1/32	1		0	60	C4	4	193
17	17	50	1.0	1/2	1/2	3/4	3	1	1/4		1/4	1		7	49	C#3	3	200
17	17	50	0.375	1/2	1/2	3/4	2	1	3/32		1/16	3/2		-2	58	Bb3	3	194
17	17	50	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		-1	65	F4	4	185
17	17	403/8	0.125	19/32	19/32	3/4	2	1	1/32		1/32	1		3	57	A3	3	195
17	17	101/2	0.375	5/8	5/8	3/4	2	1	3/32		1/16	3/2		1	55	G3	3	196
17	17	407/8	0.125	23/32	23/32	3/4	2	1	1/32		1/32	1		-1	53	F3	3	197
18	18	51	3.0	0	0	3/4	3	2	3/4		1/2	3/2	0	-1	41	F2	2	218
18	18	51	1.0	0	0	3/4	3	1	1/4		1/4	1		2	50	D3	3	215
18	18	51	0.375	0	0	3/4	2	1	3/32		1/16	3/2		1	55	G3	3	203
18	18	51	3.0	0	0	3/4	1	1	3/4		1/2	3/2		-2	58	Bb3	3	202
18	18	51	3.0	0	0	3/4	1	1	3/4		1/2	3/2		0	60	C4	4	202
18	18	411/8	0.125	3/32	3/32	3/4	2	1	1/32		1/32	1		-1	53	F3	3	204
18	18	103/2	0.375	1/8	1/8	3/4	2	1	3/32		1/16	3/2		1	55	G3	3	205
18	18	415/8	0.125	7/32	7/32	3/4	2	1	1/32		1/32	1		-1	53	F3	3	206
18	18	52	1.0	1/4	1/4	3/4	3	1	1/4		1/4	1		9	51	D#3	3	216
18	18	52	0.375	1/4	1/4	3/4	2	1	3/32		1/16	3/2		1	55	G3	3	207
18	18	419/8	0.125	11/32	11/32	3/4	2	1	1/32		1/32	1		-1	53	F3	3	208
18	18	105/2	0.375	3/8	3/8	3/4	2	1	3/32		1/16	3/2		1	55	G3	3	209
