mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
3	3	17/5	0.1	1/10	1/10	3/8	2	1	1/40			1/32	4/5		-4	80	Ab5	5	34
3	3	7/2	0.1	1/8	1/8	3/8	2	1	1/40			1/32	4/5		0	72	C5	5	35
3	3	18/5	0.1	3/20	3/20	3/8	2	1	1/40			1/32	4/5		3	69	A4	4	36
3	3	37/10	0.1	7/40	7/40	3/8	2	1	1/40			1/32	4/5		-6	66	Gb4	4	37
3	3	19/5	0.1	1/5	1/5	3/8	2	1	1/40			1/32	4/5		-5	73	Db5	5	38
3	3	39/10	0.1	9/40	9/40	3/8	2	1	1/40			1/32	4/5		-6	78	Gb5	5	39
3	3	4	0.1	1/4	1/4	3/8	2	1	1/40			1/32	4/5		5	71	B4	4	40
3	3	41/10	0.1	11/40	11/40	3/8	2	1	1/40			1/32	4/5		1	67	G4	4	41
3	3	21/5	0.1	3/10	3/10	3/8	2	1	1/40			1/32	4/5		-3	63	Eb4	4	42
3	3	43/10	0.1	13/40	13/40	3/8	2	1	1/40			1/32	4/5		-2	70	Bb4	4	43
3	3	22/5	0.1	7/20	7/20	3/8	2	1	1/40			1/32	4/5		-3	75	Eb5	5	44
4	4	9/2	0.1	0	0	3/8	2	1	1/40			1/32	4/5		4	64	E4	4	45
4	4	23/5	0.1	1/40	1/40	3/8	2	1	1/40			1/32	4/5		0	60	C4	4	46
4	4	47/10	0.1	1/20	1/20	3/8	2	1	1/40			1/32	4/5		-4	56	Ab3	3	47
4	4	24/5	0.1	3/40	3/40	3/8	2	1	1/40			1/32	4/5		-3	63	Eb4	4	48
4	4	49/10	0.1	1/10	1/10	3/8	2	1	1/40			1/32	4/5		-4	68	Ab4	4	49
4	4	5	0.1	1/8	1/8	3/8	2	1	1/40			1/32	4/5		0	60	C4	4	50
4	4	51/10	0.1	3/20	3/20	3/8	2	1	1/40			1/32	4/5		3	57	A3	3	51
4	4	26/5	0.1	7/40	7/40	3/8	2	1	1/40			1/32	4/5		-6	54	Gb3	3	52
4	4	53/10	0.1	1/5	1/5	3/8	2	1	1/40			1/32	4/5		-5	61	Db4	4	53
4	4	27/5	0.1	9/40	9/40	3/8	2	1	1/40			1/32	4/5		-6	66	Gb4	4	54
4	4	11/2	0.1	1/4	1/4	3/8	2	1	1/40			1/32	4/5		5	59	B3	3	55
4	4	28/5	0.1	11/40	11/40	3/8	2	1	1/40			1/32	4/5		1	55	G3	3	56
4	4	57/10	0.1	3/10	3/10	3/8	2	1	1/40			1/32	4/5		-3	51	Eb3	3	57
4	4	29/5	0.1	13/40	13/40	3/8	2	1	1/40			1/32	4/5		-2	58	Bb3	3	58
4	4	59/10	0.1	7/20	7/20	3/8	2	1	1/40			1/32	4/5		-3	63	Eb4	4	59
5	5	6	0.5	0	0	3/8	2	1	1/8			1/8	1		-3	39	Eb2	2	72
5	5	6	0.125	0	0	3/8	1	1	1/32			1/32	1		-2	46	Bb2	2	60
5	5	49/8	0.125	1/32	1/32	3/8	1	1	1/32			1/32	1		-7	47	Cb3	3	61
5	5	25/4	0.125	1/16	1/16	3/8	1	1	1/32			1/32	1		-2	46	Bb2	2	62
5	5	51/8	0.125	3/32	3/32	3/8	1	1	1/32			1/32	1		-7	47	Cb3	3	63
5	5	13/2	0.5	1/8	1/8	3/8	2	1	1/8			1/8	1		-3	51	Eb3	3	73
5	5	13/2	0.125	1/8	1/8	3/8	1	1	1/32			1/32	1		-2	58	Bb3	3	64
5	5	53/8	0.125	5/32	5/32	3/8	1	1	1/32			1/32	1		-7	59	Cb4	4	65
5	5	27/4	0.125	3/16	3/16	3/8	1	1	1/32			1/32	1		-2	58	Bb3	3	66
5	5	55/8	0.125	7/32	7/32	3/8	1	1	1/32			1/32	1		-7	59	Cb4	4	67
5	5	7	0.5	1/4	1/4	3/8	2	1	1/8			1/8	1		-3	63	Eb4	4	74
5	5	7	0.125	1/4	1/4	3/8	1	1	1/32			1/32	1		-2	70	Bb4	4	68
5	5	57/8	0.125	9/32	9/32	3/8	1	1	1/32			1/32	1		-7	71	Cb5	5	69
5	5	29/4	0.125	5/16	5/16	3/8	1	1	1/32			1/32	1		-2	70	Bb4	4	70
5	5	59/8	0.125	11/32	11/32	3/8	1	1	1/32			1/32	1		-7	71	Cb5	5	71
6	6	15/2	0.0	0	0	3/8	2	1	0	acciaccatura		1/8	1		-2	58	Bb3	3	93
6	6	15/2	0.0	0	0	3/8	2	1	0	acciaccatura		1/8	1		6	66	F#4	4	93
6	6	15/2	1.5	0	0	3/8	2	1	3/8			1/4	3/2	1	-3	63	Eb4	4	94
6	6	15/2	1.5	0	0	3/8	2	1	3/8			1/4	3/2	1	1	67	G4	4	94
6	6	15/2	0.25	0	0	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	87
6	6	15/2	0.125	0	0	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	75
6	6	61/8	0.125	1/32	1/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	76
6	6	31/4	0.25	1/16	1/16	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	88
6	6	31/4	0.125	1/16	1/16	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	77
6	6	63/8	0.125	3/32	3/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	78
6	6	8	0.25	1/8	1/8	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	89
6	6	8	0.125	1/8	1/8	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	79
6	6	65/8	0.125	5/32	5/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	80
6	6	33/4	0.25	3/16	3/16	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	90
6	6	33/4	0.125	3/16	3/16	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	81
6	6	67/8	0.125	7/32	7/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	82
6	6	17/2	0.25	1/4	1/4	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	91
6	6	17/2	0.125	1/4	1/4	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	83
6	6	69/8	0.125	9/32	9/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	84
6	6	35/4	0.25	5/16	5/16	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	92
6	6	35/4	0.125	5/16	5/16	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	85
6	6	71/8	0.125	11/32	11/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	86
7	7	9	1.5	0	0	3/8	2	1	3/8			1/4	3/2	0	-3	63	Eb4	4	113
7	7	9	1.5	0	0	3/8	2	1	3/8			1/4	3/2	0	1	67	G4	4	113
7	7	9	0.25	0	0	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	107
7	7	9	0.125	0	0	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	95
7	7	73/8	0.125	1/32	1/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	96
7	7	37/4	0.25	1/16	1/16	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	108
7	7	37/4	0.125	1/16	1/16	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	97
7	7	75/8	0.125	3/32	3/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	98
7	7	19/2	0.25	1/8	1/8	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	109
7	7	19/2	0.125	1/8	1/8	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	99
7	7	77/8	0.125	5/32	5/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	100
7	7	39/4	0.25	3/16	3/16	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	110
7	7	39/4	0.125	3/16	3/16	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	101
7	7	79/8	0.125	7/32	7/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	102
7	7	10	0.25	1/4	1/4	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	111
7	7	10	0.125	1/4	1/4	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	103
7	7	81/8	0.125	9/32	9/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	104
7	7	41/4	0.25	5/16	5/16	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	112
7	7	41/4	0.125	5/16	5/16	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	105
7	7	83/8	0.125	11/32	11/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	106
8	8	21/2	1.5	0	0	3/8	2	1	3/8			1/4	3/2	-1	-3	63	Eb4	4	132
8	8	21/2	1.5	0	0	3/8	2	1	3/8			1/4	3/2	-1	1	67	G4	4	132
8	8	21/2	0.25	0	0	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	126
8	8	21/2	0.125	0	0	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	114
8	8	85/8	0.125	1/32	1/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	115
8	8	43/4	0.25	1/16	1/16	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	127
8	8	43/4	0.125	1/16	1/16	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	116
8	8	87/8	0.125	3/32	3/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	117
8	8	11	0.25	1/8	1/8	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	128
8	8	11	0.125	1/8	1/8	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	118
8	8	89/8	0.125	5/32	5/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	119
8	8	45/4	0.25	3/16	3/16	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	129
8	8	45/4	0.125	3/16	3/16	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	120
8	8	91/8	0.125	7/32	7/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	121
8	8	23/2	0.25	1/4	1/4	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	130
8	8	23/2	0.125	1/4	1/4	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	122
8	8	93/8	0.125	9/32	9/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	123
8	8	47/4	0.25	5/16	5/16	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	131
8	8	47/4	0.125	5/16	5/16	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	124
8	8	95/8	0.125	11/32	11/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	125
9	9	12	0.25	0	0	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	145
9	9	12	0.125	0	0	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	133
9	9	97/8	0.125	1/32	1/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	134
9	9	49/4	0.25	1/16	1/16	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	146
9	9	49/4	0.125	1/16	1/16	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	135
9	9	99/8	0.125	3/32	3/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	136
9	9	25/2	0.0	1/8	1/8	3/8	2	1	0	acciaccatura		1/8	1		-2	58	Bb3	3	151
9	9	25/2	0.0	1/8	1/8	3/8	2	1	0	acciaccatura		1/8	1		6	66	F#4	4	151
9	9	25/2	0.5	1/8	1/8	3/8	2	1	1/8			1/8	1		-3	63	Eb4	4	152
9	9	25/2	0.5	1/8	1/8	3/8	2	1	1/8			1/8	1		1	67	G4	4	152
9	9	25/2	0.25	1/8	1/8	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	147
9	9	25/2	0.125	1/8	1/8	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	137
9	9	101/8	0.125	5/32	5/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	138
9	9	51/4	0.25	3/16	3/16	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	148
9	9	51/4	0.125	3/16	3/16	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	139
9	9	103/8	0.125	7/32	7/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	140
9	9	13	0.5	1/4	1/4	3/8	2	1	1/8			1/8	1		-5	61	Db4	4	153
9	9	13	0.5	1/4	1/4	3/8	2	1	1/8			1/8	1		-8	64	Fb4	4	153
9	9	13	0.5	1/4	1/4	3/8	2	1	1/8			1/8	1		-4	68	Ab4	4	153
9	9	13	0.25	1/4	1/4	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	149
9	9	13	0.125	1/4	1/4	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	141
9	9	105/8	0.125	9/32	9/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	142
9	9	53/4	0.25	5/16	5/16	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	150
9	9	53/4	0.125	5/16	5/16	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	143
9	9	107/8	0.125	11/32	11/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	144
10	10	27/2	0.0	0	0	3/8	2	1	0	acciaccatura		1/8	1		-2	58	Bb3	3	172
10	10	27/2	0.0	0	0	3/8	2	1	0	acciaccatura		1/8	1		6	66	F#4	4	172
10	10	27/2	1.0	0	0	3/8	2	1	1/4			1/4	1	1	-3	63	Eb4	4	173
10	10	27/2	1.0	0	0	3/8	2	1	1/4			1/4	1		1	67	G4	4	173
10	10	27/2	0.25	0	0	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	166
10	10	27/2	0.125	0	0	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	154
10	10	109/8	0.125	1/32	1/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	155
10	10	55/4	0.25	1/16	1/16	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	167
10	10	55/4	0.125	1/16	1/16	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	156
10	10	111/8	0.125	3/32	3/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	157
10	10	14	0.25	1/8	1/8	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	168
10	10	14	0.125	1/8	1/8	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	158
10	10	113/8	0.125	5/32	5/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	159
10	10	57/4	0.25	3/16	3/16	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	169
10	10	57/4	0.125	3/16	3/16	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	160
10	10	115/8	0.125	7/32	7/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	161
10	10	29/2	0.5	1/4	1/4	3/8	2	1	1/8			1/8	1	-1	-3	63	Eb4	4	174
10	10	29/2	0.5	1/4	1/4	3/8	2	1	1/8			1/8	1		1	67	G4	4	174
10	10	29/2	0.5	1/4	1/4	3/8	2	1	1/8			1/8	1		-2	70	Bb4	4	174
10	10	29/2	0.25	1/4	1/4	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	170
10	10	29/2	0.125	1/4	1/4	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	162
10	10	117/8	0.125	9/32	9/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	163
10	10	59/4	0.25	5/16	5/16	3/8	1	2	1/16			1/16	1		-3	75	Eb5	5	171
10	10	59/4	0.125	5/16	5/16	3/8	1	1	1/32			1/32	1		-2	82	Bb5	5	164
10	10	119/8	0.125	11/32	11/32	3/8	1	1	1/32			1/32	1		-7	83	Cb6	6	165
11	11	15	1.5	0	0	3/8	2	1	3/8			1/4	3/2	1	-4	56	Ab3	3	187
11	11	15	1.5	0	0	3/8	2	1	3/8			1/4	3/2	1	-2	58	Bb3	3	187
11	11	15	1.5	0	0	3/8	2	1	3/8			1/4	3/2	1	-5	61	Db4	4	187
11	11	15	1.5	0	0	3/8	2	1	3/8			1/4	3/2	1	-8	64	Fb4	4	187
11	11	15	0.5	0	0	3/8	1	2	1/8			1/8	1		-3	75	Eb5	5	178
11	11	15	0.5	0	0	3/8	1	1	1/8			1/8	1		-2	82	Bb5	5	175
11	11	15	0.5	0	0	3/8	1	4	1/8		1/16_c32_1	1/8	1		-2	82	Bb5	5	181
11	11	15	0.5	0	0	3/8	1	4	1/8		1/16_c32_2	1/8	1		-7	83	Cb6	6	182
11	11	31/2	0.5	1/8	1/8	3/8	3	1	1/8			1/8	1		-4	44	Ab2	2	188
11	11	31/2	0.5	1/8	1/8	3/8	1	2	1/8			1/8	1		-5	73	Db5	5	179
11	11	31/2	0.5	1/8	1/8	3/8	1	1	1/8			1/8	1		-4	80	Ab5	5	176
11	11	31/2	0.5	1/8	1/8	3/8	1	4	1/8		1/16_c32_1	1/8	1		-4	80	Ab5	5	183
11	11	31/2	0.5	1/8	1/8	3/8	1	4	1/8		1/16_c32_2	1/8	1		-2	82	Bb5	5	184
11	11	16	0.5	1/4	1/4	3/8	3	1	1/8			1/8	1	1	-5	37	Db2	2	189
11	11	16	0.5	1/4	1/4	3/8	1	2	1/8			1/8	1		-6	78	Gb5	5	180
11	11	16	0.5	1/4	1/4	3/8	1	1	1/8			1/8	1		-5	85	Db6	6	177
11	11	16	0.5	1/4	1/4	3/8	1	4	1/8		1/16_c32_1	1/8	1		-5	85	Db6	6	185
11	11	16	0.5	1/4	1/4	3/8	1	4	1/8		1/16_c32_2	1/8	1		-3	87	Eb6	6	186
12	12	33/2	0.5	0	0	3/8	3	1	1/8			1/8	1	-1	-5	37	Db2	2	203
12	12	33/2	1.5	0	0	3/8	2	1	3/8			1/4	3/2	-1	-4	56	Ab3	3	202
12	12	33/2	1.5	0	0	3/8	2	1	3/8			1/4	3/2	-1	-2	58	Bb3	3	202
12	12	33/2	1.5	0	0	3/8	2	1	3/8			1/4	3/2	-1	-5	61	Db4	4	202
12	12	33/2	1.5	0	0	3/8	2	1	3/8			1/4	3/2	-1	-8	64	Fb4	4	202
12	12	33/2	0.5	0	0	3/8	1	2	1/8			1/8	1		-8	76	Fb5	5	193
12	12	33/2	0.5	0	0	3/8	1	1	1/8			1/8	1		-7	83	Cb6	6	190
12	12	33/2	0.5	0	0	3/8	1	4	1/8		1/16_c32_1	1/8	1		-7	83	Cb6	6	196
12	12	33/2	0.5	0	0	3/8	1	4	1/8		1/16_c32_2	1/8	1		-5	85	Db6	6	197
12	12	17	0.5	1/8	1/8	3/8	1	2	1/8			1/8	1		-3	75	Eb5	5	194
12	12	17	0.5	1/8	1/8	3/8	1	1	1/8			1/8	1		-2	82	Bb5	5	191
12	12	17	0.5	1/8	1/8	3/8	1	4	1/8		1/16_c32_1	1/8	1		-2	82	Bb5	5	198
12	12	17	0.5	1/8	1/8	3/8	1	4	1/8		1/16_c32_2	1/8	1		-7	83	Cb6	6	199
12	12	35/2	0.5	1/4	1/4	3/8	1	2	1/8			1/8	1		-5	73	Db5	5	195
12	12	35/2	0.5	1/4	1/4	3/8	1	1	1/8			1/8	1		-4	80	Ab5	5	192
12	12	35/2	0.5	1/4	1/4	3/8	1	4	1/8		1/16_c32_1	1/8	1		-4	80	Ab5	5	200
12	12	35/2	0.5	1/4	1/4	3/8	1	4	1/8		1/16_c32_2	1/8	1		-2	82	Bb5	5	201
13	13	18	0.07142857142857142	0	0	3/8	1	1	1/56			1/32	4/7		-3	63	Eb4	4	204
13	13	18	0.5	0	0	3/8	2	1	1/8			1/8	1		-3	63	Eb4	4	225
13	13	253/14	0.07142857142857142	1/56	1/56	3/8	1	1	1/56			1/32	4/7		-2	70	Bb4	4	205
13	13	127/7	0.07142857142857142	1/28	1/28	3/8	1	1	1/56			1/32	4/7		-7	71	Cb5	5	206
13	13	255/14	0.07142857142857142	3/56	3/56	3/8	1	1	1/56			1/32	4/7		-2	70	Bb4	4	207
13	13	128/7	0.07142857142857142	1/14	1/14	3/8	1	1	1/56			1/32	4/7		-7	71	Cb5	5	208
13	13	257/14	0.07142857142857142	5/56	5/56	3/8	1	1	1/56			1/32	4/7		-2	70	Bb4	4	209
13	13	129/7	0.07142857142857142	3/28	3/28	3/8	1	1	1/56			1/32	4/7		-3	63	Eb4	4	210
13	13	37/2	0.07142857142857142	1/8	1/8	3/8	1	1	1/56			1/32	4/7		-5	61	Db4	4	211
13	13	37/2	0.5	1/8	1/8	3/8	2	1	1/8			1/8	1		-5	61	Db4	4	226
13	13	130/7	0.07142857142857142	1/7	1/7	3/8	1	1	1/56			1/32	4/7		-4	68	Ab4	4	212
13	13	261/14	0.07142857142857142	9/56	9/56	3/8	1	1	1/56			1/32	4/7		-2	70	Bb4	4	213
13	13	131/7	0.07142857142857142	5/28	5/28	3/8	1	1	1/56			1/32	4/7		-4	68	Ab4	4	214
13	13	263/14	0.07142857142857142	11/56	11/56	3/8	1	1	1/56			1/32	4/7		-2	70	Bb4	4	215
13	13	132/7	0.07142857142857142	3/14	3/14	3/8	1	1	1/56			1/32	4/7		-4	68	Ab4	4	216
13	13	265/14	0.07142857142857142	13/56	13/56	3/8	1	1	1/56			1/32	4/7		-5	61	Db4	4	217
13	13	19	0.07142857142857142	1/4	1/4	3/8	1	1	1/56			1/32	4/7		-6	66	Gb4	4	218
13	13	19	0.5	1/4	1/4	3/8	2	1	1/8			1/8	1		-6	66	Gb4	4	227
13	13	267/14	0.07142857142857142	15/56	15/56	3/8	1	1	1/56			1/32	4/7		-5	73	Db5	5	219
13	13	134/7	0.07142857142857142	2/7	2/7	3/8	1	1	1/56			1/32	4/7		-3	75	Eb5	5	220
13	13	269/14	0.07142857142857142	17/56	17/56	3/8	1	1	1/56			1/32	4/7		-5	73	Db5	5	221
13	13	135/7	0.07142857142857142	9/28	9/28	3/8	1	1	1/56			1/32	4/7		-3	75	Eb5	5	222
13	13	271/14	0.07142857142857142	19/56	19/56	3/8	1	1	1/56			1/32	4/7		-5	73	Db5	5	223
13	13	136/7	0.07142857142857142	5/14	5/14	3/8	1	1	1/56			1/32	4/7		-6	66	Gb4	4	224
14	14	39/2	0.07142857142857142	0	0	3/8	1	1	1/56			1/32	4/7		-8	64	Fb4	4	228
14	14	39/2	0.5	0	0	3/8	2	1	1/8			1/8	1		-8	64	Fb4	4	249
14	14	137/7	0.07142857142857142	1/56	1/56	3/8	1	1	1/56			1/32	4/7		-7	71	Cb5	5	229
14	14	275/14	0.07142857142857142	1/28	1/28	3/8	1	1	1/56			1/32	4/7		-5	73	Db5	5	230
14	14	138/7	0.07142857142857142	3/56	3/56	3/8	1	1	1/56			1/32	4/7		-7	71	Cb5	5	231
14	14	277/14	0.07142857142857142	1/14	1/14	3/8	1	1	1/56			1/32	4/7		-5	73	Db5	5	232
14	14	139/7	0.07142857142857142	5/56	5/56	3/8	1	1	1/56			1/32	4/7		-7	71	Cb5	5	233
14	14	279/14	0.07142857142857142	3/28	3/28	3/8	1	1	1/56			1/32	4/7		-8	64	Fb4	4	234
14	14	20	0.07142857142857142	1/8	1/8	3/8	1	1	1/56			1/32	4/7		-3	63	Eb4	4	235
14	14	20	0.5	1/8	1/8	3/8	2	1	1/8			1/8	1		-3	63	Eb4	4	250
14	14	281/14	0.07142857142857142	1/7	1/7	3/8	1	1	1/56			1/32	4/7		-2	70	Bb4	4	236
14	14	141/7	0.07142857142857142	9/56	9/56	3/8	1	1	1/56			1/32	4/7		-7	71	Cb5	5	237
14	14	283/14	0.07142857142857142	5/28	5/28	3/8	1	1	1/56			1/32	4/7		-2	70	Bb4	4	238
14	14	142/7	0.07142857142857142	11/56	11/56	3/8	1	1	1/56			1/32	4/7		-7	71	Cb5	5	239
14	14	285/14	0.07142857142857142	3/14	3/14	3/8	1	1	1/56			1/32	4/7		-2	70	Bb4	4	240
14	14	143/7	0.07142857142857142	13/56	13/56	3/8	1	1	1/56			1/32	4/7		-3	63	Eb4	4	241
